"id","publishDate","notificationNumber","currentContractStage","customer.name","customer.inn","OKPD2.code","OKPD2.name","OKEI.code","OKEI.fullName","quantity","sumRUR","supplier.name","supplier.inn","supplier.OKTMO.code","supplier.OKTMO.name","OKEI.name"
"39378930","2018-01-18T12:33:32.422+05:00","0101300031314000101","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 59"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268024260",NA,NA,"166","","600.0","39000.00","""нАЫЕОХР""","0268003140","80745000001","Ц яРЕПКХРЮЛЮЙ","йХКНЦПЮЛЛ"
"39381354","2018-01-18T14:30:29.667+05:00","0101300031314000101","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 59"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268024260",NA,NA,"166","","1300.0","205400.00","""оПНДРНБЮПШ""","0268010010","80745000001","Ц яРЕПКХРЮЛЮЙ","йХКНЦПЮЛЛ"
"39382022","2018-01-18T14:30:51.093+05:00","0101300031314000101","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 59"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268024260",NA,NA,"166","","200.0","13600.00","""оПНДРНБЮПШ""","0268010010","80745000001","Ц яРЕПКХРЮЛЮЙ","йХКНЦПЮЛЛ"
"39382537","2018-01-18T14:31:19.392+05:00","0101300031314000101","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 59"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268024260",NA,NA,"796","","8000.0","40000.00","""оПНДРНБЮПШ""","0268010010","80745000001","Ц яРЕПКХРЮЛЮЙ","ьРСЙЮ"
"39382965","2018-01-18T14:31:41.361+05:00","0101300031314000101","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 59"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268024260",NA,NA,"166","","2000.0","84000.00","""оПНДРНБЮПШ""","0268010010","80745000001","Ц яРЕПКХРЮЛЮЙ","йХКНЦПЮЛЛ"
"39384647","2018-01-18T14:32:24.155+05:00","0101300031314000101","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 59"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268024260",NA,NA,"166","","400.0","34000.00","""оПНДРНБЮПШ""","0268010010","80745000001","Ц яРЕПКХРЮЛЮЙ","йХКНЦПЮЛЛ"
"39385957","2018-01-18T14:33:01.931+05:00","0101300031314000101","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 59"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268024260",NA,NA,"166","","200.0","5600.00","""оПНДРНБЮПШ""","0268010010","80745000001","Ц яРЕПКХРЮЛЮЙ","йХКНЦПЮЛЛ"
"39386385","2018-01-18T14:33:37.397+05:00","0101300031314000101","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 59"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268024260",NA,NA,"166","","80.0","6240.00","""оПНДРНБЮПШ""","0268010010","80745000001","Ц яРЕПКХРЮЛЮЙ","йХКНЦПЮЛЛ"
"39379765","2018-01-18T12:22:29.977+05:00","0101300031314000093","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 85"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268021710",NA,NA,"796","","9000.0","288000.00","""нАЫЕОХР""","0268003140","80745000","ЦНПНД яРЕПКХРЮЛЮЙ","ьРСЙЮ"
"39406713","2018-01-19T09:40:46.859+05:00","0101300031314000079","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 35"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268031161",NA,NA,"166","","2000.0",NA,"нОРрНПЦоПНДСЙР","0268061455","80745000001","Ц яРЕПКХРЮЛЮЙ","йХКНЦПЮЛЛ"
"39407172","2018-01-19T10:34:00.843+05:00","0101300031314000079","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 35"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268031161",NA,NA,"166","","500.0",NA,"""нАЫЕОХР""","0268003140","80745000001","Ц яРЕПКХРЮЛЮЙ","йХКНЦПЮЛЛ"
"39407464","2018-01-19T10:34:38.101+05:00","0101300031314000079","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 35"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268031161",NA,NA,"166","","120.0",NA,"""оПНДРНБЮПШ""","0268010010","80745000001","Ц яРЕПКХРЮЛЮЙ","йХКНЦПЮЛЛ"
"39407732","2018-01-19T10:35:08.402+05:00","0101300031314000079","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 35"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268031161",NA,NA,"796","","7000.0",NA,"""оПНДРНБЮПШ""","0268010010","80745000001","Ц яРЕПКХРЮЛЮЙ","ьРСЙЮ"
"39407929","2018-01-19T10:35:36.454+05:00","0101300031314000079","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 35"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268031161",NA,NA,"166","","1000.0",NA,"""оПНДРНБЮПШ""","0268010010","80745000001","Ц яРЕПКХРЮЛЮЙ","йХКНЦПЮЛЛ"
"39408097","2018-01-19T10:36:11.641+05:00","0101300031314000079","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 35"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268031161",NA,NA,"166","","200.0",NA,"""оПНДРНБЮПШ""","0268010010","80745000001","Ц яРЕПКХРЮЛЮЙ","йХКНЦПЮЛЛ"
"39408321","2018-01-19T10:36:48.597+05:00","0101300031314000079","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 35"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268031161",NA,NA,"166","","116.0",NA,"""оПНДРНБЮПШ""","0268010010","80745000001","Ц яРЕПКХРЮЛЮЙ","йХКНЦПЮЛЛ"
"39408555","2018-01-19T10:37:15.189+05:00","0101300031314000079","E","лсмхжхоюкэмне юбрнмнлмне дньйнкэмне напюгнбюрекэмне свпефдемхе ""деряйхи яюд ╧ 35"" цнпндяйнцн нйпсцю цнпнд ярепкхрюлюй пеяосакхйх аюьйнпрнярюм","0268031161",NA,NA,"166","","100.0",NA,"""оПНДРНБЮПШ""","0268010010","80745000001","Ц яРЕПКХРЮЛЮЙ","йХКНЦПЮЛЛ"
